ITEM ID,ITEM_CODE,TASK NAME,TASK DESCRIPTION,SHOP TYPE,VEHICLE_SIZE,CATEGORY,SECTION,LTS,MRP,SEVERITY,DISSASSEMBLY_STAGE,BODY_REPAIR_STAGE,PAINT_PREP_STAGE,PAINT_SPRAY_STAGE,PRE_ASSEMBLY_STAGE,PAINT_CUTTING_STAGE,FINAL_ASSEMBLY_STAGE,POLISH_STAGE,TOTAL_STAGE_TIME
100763,MC-RRF-GBX,REMOVE & REFIT - GEARBOX,,Mechanical,Small,Transmission,Manual Transmission,305,7600,,,,,,,,,,
100764,MC-RRF-GBX,REMOVE & REFIT - GEARBOX,,Mechanical,Medium,Transmission,Manual Transmission,360,9000,,,,,,,,,,
100765,MC-RRF-GBX,REMOVE & REFIT - GEARBOX,,Mechanical,Large,Transmission,Manual Transmission,450,11250,,,,,,,,,,
100766,MC-ADJ-GLL,ADJUST - GEAR LEVER LINKAGE,,Mechanical,Small,Transmission,Manual Transmission,30,750,,,,,,,,,,
100767,MC-ADJ-GLL,ADJUST - GEAR LEVER LINKAGE,,Mechanical,Medium,Transmission,Manual Transmission,30,750,,,,,,,,,,
100768,MC-ADJ-GLL,ADJUST - GEAR LEVER LINKAGE,,Mechanical,Large,Transmission,Manual Transmission,30,750,,,,,,,,,,
100769,MC-RPL-GLL,REPLACE - GEAR LEVER LINKAGE,,Mechanical,Small,Transmission,Manual Transmission,60,1500,,,,,,,,,,
100770,MC-RPL-GLL,REPLACE - GEAR LEVER LINKAGE,,Mechanical,Medium,Transmission,Manual Transmission,60,1500,,,,,,,,,,
100771,MC-RPL-GLL,REPLACE - GEAR LEVER LINKAGE,,Mechanical,Large,Transmission,Manual Transmission,60,1500,,,,,,,,,,
100772,MC-RPL-GOS,REPLACE - GEARBOX OIL SEAL,,Mechanical,Small,Transmission,Manual Transmission,160,4000,,,,,,,,,,
100773,MC-RPL-GOS,REPLACE - GEARBOX OIL SEAL,,Mechanical,Medium,Transmission,Manual Transmission,180,4500,,,,,,,,,,
100774,MC-RPL-GOS,REPLACE - GEARBOX OIL SEAL,,Mechanical,Large,Transmission,Manual Transmission,205,5100,,,,,,,,,,
100775,MC-OVH-MGB,OVERHAUL - MANUAL GEARBOX,,Mechanical,Small,Transmission,Manual Transmission,610,15250,,,,,,,,,,
100776,MC-OVH-MGB,OVERHAUL - MANUAL GEARBOX,,Mechanical,Medium,Transmission,Manual Transmission,720,18000,,,,,,,,,,
100777,MC-OVH-MGB,OVERHAUL - MANUAL GEARBOX,,Mechanical,Large,Transmission,Manual Transmission,900,22500,,,,,,,,,,
100778,MC-CHG-ATF,CHANGE - AUTOMATIC TRANSMISSION FLUID,,Mechanical,Small,Transmission,Automatic Transmission,55,1400,,,,,,,,,,
100779,MC-CHG-ATF,CHANGE - AUTOMATIC TRANSMISSION FLUID,,Mechanical,Medium,Transmission,Automatic Transmission,60,1500,,,,,,,,,,
100780,MC-CHG-ATF,CHANGE - AUTOMATIC TRANSMISSION FLUID,,Mechanical,Large,Transmission,Automatic Transmission,70,1750,,,,,,,,,,
100781,MC-RPL-ATF,REPLACE - ATF FILTER,,Mechanical,Small,Transmission,Automatic Transmission,85,2100,,,,,,,,,,
100782,MC-RPL-ATF,REPLACE - ATF FILTER,,Mechanical,Medium,Transmission,Automatic Transmission,90,2250,,,,,,,,,,
100783,MC-RPL-ATF,REPLACE - ATF FILTER,,Mechanical,Large,Transmission,Automatic Transmission,100,2500,,,,,,,,,,
100784,MC-RPL-VLB,REPLACE - VALVE BODY,,Mechanical,Small,Transmission,Automatic Transmission,215,5400,,,,,,,,,,
100785,MC-RPL-VLB,REPLACE - VALVE BODY,,Mechanical,Medium,Transmission,Automatic Transmission,240,6000,,,,,,,,,,
100786,MC-RPL-VLB,REPLACE - VALVE BODY,,Mechanical,Large,Transmission,Automatic Transmission,275,6900,,,,,,,,,,
100787,MC-RPL-TRC,REPLACE - TORQUE CONVERTER,,Mechanical,Small,Transmission,Automatic Transmission,305,7600,,,,,,,,,,
100788,MC-RPL-TRC,REPLACE - TORQUE CONVERTER,,Mechanical,Medium,Transmission,Automatic Transmission,360,9000,,,,,,,,,,
100789,MC-RPL-TRC,REPLACE - TORQUE CONVERTER,,Mechanical,Large,Transmission,Automatic Transmission,450,11250,,,,,,,,,,
100790,MC-OVH-AGB,OVERHAUL - AUTOMATIC GEARBOX,,Mechanical,Small,Transmission,Automatic Transmission,765,19100,,,,,,,,,,
100791,MC-OVH-AGB,OVERHAUL - AUTOMATIC GEARBOX,,Mechanical,Medium,Transmission,Automatic Transmission,900,22500,,,,,,,,,,
100792,MC-OVH-AGB,OVERHAUL - AUTOMATIC GEARBOX,,Mechanical,Large,Transmission,Automatic Transmission,1125,28100,,,,,,,,,,
100793,MC-TOP-CLF,TOP-UP - CLUTCH FLUID,,Mechanical,Small,Transmission,Clutch,10,250,,,,,,,,,,
100794,MC-TOP-CLF,TOP-UP - CLUTCH FLUID,,Mechanical,Medium,Transmission,Clutch,10,250,,,,,,,,,,
100795,MC-TOP-CLF,TOP-UP - CLUTCH FLUID,,Mechanical,Large,Transmission,Clutch,10,250,,,,,,,,,,
100796,MC-BLD-CLF,BLEED - CLUTCH FLUID,,Mechanical,Small,Transmission,Clutch,30,750,,,,,,,,,,
100797,MC-BLD-CLF,BLEED - CLUTCH FLUID,,Mechanical,Medium,Transmission,Clutch,30,750,,,,,,,,,,
100798,MC-BLD-CLF,BLEED - CLUTCH FLUID,,Mechanical,Large,Transmission,Clutch,30,750,,,,,,,,,,
100799,MC-RPL-CPL,REPLACE - CLUTCH PLATE,,Mechanical,Small,Transmission,Clutch,215,5400,,,,,,,,,,
100800,MC-RPL-CPL,REPLACE - CLUTCH PLATE,,Mechanical,Medium,Transmission,Clutch,240,6000,,,,,,,,,,
100801,MC-RPL-CPL,REPLACE - CLUTCH PLATE,,Mechanical,Large,Transmission,Clutch,275,6900,,,,,,,,,,
100802,MC-RPL-CMC,REPLACE - CLUTCH MASTER CYLINDER,,Mechanical,Small,Transmission,Clutch,55,1400,,,,,,,,,,
100803,MC-RPL-CMC,REPLACE - CLUTCH MASTER CYLINDER,,Mechanical,Medium,Transmission,Clutch,60,1500,,,,,,,,,,
100804,MC-RPL-CMC,REPLACE - CLUTCH MASTER CYLINDER,,Mechanical,Large,Transmission,Clutch,65,1600,,,,,,,,,,
100805,MC-RPL-CSC,REPLACE - CLUTCH SLAVE CYLINDER,,Mechanical,Small,Transmission,Clutch,55,1400,,,,,,,,,,
100806,MC-RPL-CSC,REPLACE - CLUTCH SLAVE CYLINDER,,Mechanical,Medium,Transmission,Clutch,60,1500,,,,,,,,,,
100807,MC-RPL-CSC,REPLACE - CLUTCH SLAVE CYLINDER,,Mechanical,Large,Transmission,Clutch,65,1600,,,,,,,,,,
100808,MC-RPL-CPP,REPLACE - CLUTCH PRESSURE PLATE,,Mechanical,Small,Transmission,Clutch,215,5400,,,,,,,,,,
100809,MC-RPL-CPP,REPLACE - CLUTCH PRESSURE PLATE,,Mechanical,Medium,Transmission,Clutch,240,6000,,,,,,,,,,
100810,MC-RPL-CPP,REPLACE - CLUTCH PRESSURE PLATE,,Mechanical,Large,Transmission,Clutch,275,6900,,,,,,,,,,
100811,MC-RPL-CRB2,REPLACE - CLUTCH RELEASE BEARING,,Mechanical,Small,Transmission,Clutch,160,4000,,,,,,,,,,
100812,MC-RPL-CRB2,REPLACE - CLUTCH RELEASE BEARING,,Mechanical,Medium,Transmission,Clutch,180,4500,,,,,,,,,,
100813,MC-RPL-CRB2,REPLACE - CLUTCH RELEASE BEARING,,Mechanical,Large,Transmission,Clutch,205,5100,,,,,,,,,,
100814,MC-RSF-FWL,RESURFACE - FLYWHEEL,,Mechanical,Small,Transmission,Clutch,160,4000,,,,,,,,,,
100815,MC-RSF-FWL,RESURFACE - FLYWHEEL,,Mechanical,Medium,Transmission,Clutch,180,4500,,,,,,,,,,
100816,MC-RSF-FWL,RESURFACE - FLYWHEEL,,Mechanical,Large,Transmission,Clutch,205,5100,,,,,,,,,,
100817,MC-RPL-FWL,REPLACE - FLYWHEEL,,Mechanical,Small,Transmission,Clutch,215,5400,,,,,,,,,,
100818,MC-RPL-FWL,REPLACE - FLYWHEEL,,Mechanical,Medium,Transmission,Clutch,240,6000,,,,,,,,,,
100819,MC-RPL-FWL,REPLACE - FLYWHEEL,,Mechanical,Large,Transmission,Clutch,275,6900,,,,,,,,,,
100820,MC-ADJ-CPD,ADJUST - CLUTCH PEDAL,,Mechanical,Small,Transmission,Clutch,20,500,,,,,,,,,,
100821,MC-ADJ-CPD,ADJUST - CLUTCH PEDAL,,Mechanical,Medium,Transmission,Clutch,20,500,,,,,,,,,,
100822,MC-ADJ-CPD,ADJUST - CLUTCH PEDAL,,Mechanical,Large,Transmission,Clutch,20,500,,,,,,,,,,
100823,MC-RPL-DRS,REPLACE - DRIVESHAFT,,Mechanical,Small,Transmission,Drivetrain,160,4000,,,,,,,,,,
100824,MC-RPL-DRS,REPLACE - DRIVESHAFT,,Mechanical,Medium,Transmission,Drivetrain,180,4500,,,,,,,,,,
100825,MC-RPL-DRS,REPLACE - DRIVESHAFT,,Mechanical,Large,Transmission,Drivetrain,205,5100,,,,,,,,,,
100826,MC-RPL-CVJ,REPLACE - CV JOINT FRONT,,Mechanical,Small,Transmission,Drivetrain,110,2750,,,,,,,,,,
100827,MC-RPL-CVJ,REPLACE - CV JOINT FRONT,,Mechanical,Medium,Transmission,Drivetrain,120,3000,,,,,,,,,,
100828,MC-RPL-CVJ,REPLACE - CV JOINT FRONT,,Mechanical,Large,Transmission,Drivetrain,140,3500,,,,,,,,,,
100829,MC-RPL-CVB,REPLACE - CV JOINT BOOT FRONT,,Mechanical,Small,Transmission,Drivetrain,55,1400,,,,,,,,,,
100830,MC-RPL-CVB,REPLACE - CV JOINT BOOT FRONT,,Mechanical,Medium,Transmission,Drivetrain,60,1500,,,,,,,,,,
100831,MC-RPL-CVB,REPLACE - CV JOINT BOOT FRONT,,Mechanical,Large,Transmission,Drivetrain,65,1600,,,,,,,,,,
100832,MC-RPL-AXF,REPLACE - AXLE SHAFT FRONT,,Mechanical,Small,Transmission,Drivetrain,135,3400,,,,,,,,,,
100833,MC-RPL-AXF,REPLACE - AXLE SHAFT FRONT,,Mechanical,Medium,Transmission,Drivetrain,150,3750,,,,,,,,,,
100834,MC-RPL-AXF,REPLACE - AXLE SHAFT FRONT,,Mechanical,Large,Transmission,Drivetrain,170,4250,,,,,,,,,,
100835,MC-CHG-DFO,CHANGE - DIFFERENTIAL OIL,,Mechanical,Small,Transmission,Drivetrain,30,750,,,,,,,,,,
100836,MC-CHG-DFO,CHANGE - DIFFERENTIAL OIL,,Mechanical,Medium,Transmission,Drivetrain,30,750,,,,,,,,,,
100837,MC-CHG-DFO,CHANGE - DIFFERENTIAL OIL,,Mechanical,Large,Transmission,Drivetrain,35,900,,,,,,,,,,
100838,MC-RPL-DFS,REPLACE - DIFFERENTIAL SEAL,,Mechanical,Small,Transmission,Drivetrain,110,2750,,,,,,,,,,
100839,MC-RPL-DFS,REPLACE - DIFFERENTIAL SEAL,,Mechanical,Medium,Transmission,Drivetrain,120,3000,,,,,,,,,,
100840,MC-RPL-DFS,REPLACE - DIFFERENTIAL SEAL,,Mechanical,Large,Transmission,Drivetrain,140,3500,,,,,,,,,,
100841,MC-RPL-RAB,REPLACE - REAR AXLE BEARING,,Mechanical,Small,Transmission,Drivetrain,160,4000,,,,,,,,,,
100842,MC-RPL-RAB,REPLACE - REAR AXLE BEARING,,Mechanical,Medium,Transmission,Drivetrain,180,4500,,,,,,,,,,
100843,MC-RPL-RAB,REPLACE - REAR AXLE BEARING,,Mechanical,Large,Transmission,Drivetrain,205,5100,,,,,,,,,,
100844,MC-RPL-PUJ,REPLACE - PROPELLER SHAFT UNIVERSAL JOINT,,Mechanical,Small,Transmission,Drivetrain,110,2750,,,,,,,,,,
100845,MC-RPL-PUJ,REPLACE - PROPELLER SHAFT UNIVERSAL JOINT,,Mechanical,Medium,Transmission,Drivetrain,120,3000,,,,,,,,,,
100846,MC-RPL-PUJ,REPLACE - PROPELLER SHAFT UNIVERSAL JOINT,,Mechanical,Large,Transmission,Drivetrain,140,3500,,,,,,,,,,
100847,MC-RPL-BPF,REPLACE - BRAKE PAD FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
100848,MC-RPL-BPF,REPLACE - BRAKE PAD FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
100849,MC-RPL-BPF,REPLACE - BRAKE PAD FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,70,1750,,,,,,,,,,
100850,MC-RPL-BPR,REPLACE - BRAKE PAD REAR,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
100851,MC-RPL-BPR,REPLACE - BRAKE PAD REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
100852,MC-RPL-BPR,REPLACE - BRAKE PAD REAR,,Mechanical,Large,Chassis & Suspension,Brakes,70,1750,,,,,,,,,,
100853,MC-RPL-BDF,REPLACE - BRAKE DISC FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,80,2000,,,,,,,,,,
100854,MC-RPL-BDF,REPLACE - BRAKE DISC FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
100855,MC-RPL-BDF,REPLACE - BRAKE DISC FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,105,2600,,,,,,,,,,
100856,MC-RPL-BDR,REPLACE - BRAKE DISC REAR,,Mechanical,Small,Chassis & Suspension,Brakes,80,2000,,,,,,,,,,
100857,MC-RPL-BDR,REPLACE - BRAKE DISC REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
100858,MC-RPL-BDR,REPLACE - BRAKE DISC REAR,,Mechanical,Large,Chassis & Suspension,Brakes,105,2600,,,,,,,,,,
100859,MC-MCH-BDF,MACHINE - BRAKE DISC FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
100860,MC-MCH-BDF,MACHINE - BRAKE DISC FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
100861,MC-MCH-BDF,MACHINE - BRAKE DISC FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
100862,MC-MCH-BDR,MACHINE - BRAKE DISC REAR,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
100863,MC-MCH-BDR,MACHINE - BRAKE DISC REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
100864,MC-MCH-BDR,MACHINE - BRAKE DISC REAR,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
100865,MC-RPL-BCF,REPLACE - BRAKE CALIPER FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,110,2750,,,,,,,,,,
100866,MC-RPL-BCF,REPLACE - BRAKE CALIPER FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,120,3000,,,,,,,,,,
100867,MC-RPL-BCF,REPLACE - BRAKE CALIPER FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,140,3500,,,,,,,,,,
100868,MC-RPL-BCR,REPLACE - BRAKE CALIPER REAR,,Mechanical,Small,Chassis & Suspension,Brakes,110,2750,,,,,,,,,,
100869,MC-RPL-BCR,REPLACE - BRAKE CALIPER REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,120,3000,,,,,,,,,,
100870,MC-RPL-BCR,REPLACE - BRAKE CALIPER REAR,,Mechanical,Large,Chassis & Suspension,Brakes,140,3500,,,,,,,,,,
100871,MC-OVH-BCF,OVERHAUL - BRAKE CALIPER FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,80,2000,,,,,,,,,,
100872,MC-OVH-BCF,OVERHAUL - BRAKE CALIPER FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
100873,MC-OVH-BCF,OVERHAUL - BRAKE CALIPER FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,105,2600,,,,,,,,,,
100874,MC-OVH-BCR,OVERHAUL - BRAKE CALIPER REAR,,Mechanical,Small,Chassis & Suspension,Brakes,80,2000,,,,,,,,,,
100875,MC-OVH-BCR,OVERHAUL - BRAKE CALIPER REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
100876,MC-OVH-BCR,OVERHAUL - BRAKE CALIPER REAR,,Mechanical,Large,Chassis & Suspension,Brakes,105,2600,,,,,,,,,,
100877,MC-RPL-BMC,REPLACE - BRAKE MASTER CYLINDER,,Mechanical,Small,Chassis & Suspension,Brakes,85,2100,,,,,,,,,,
100878,MC-RPL-BMC,REPLACE - BRAKE MASTER CYLINDER,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
100879,MC-RPL-BMC,REPLACE - BRAKE MASTER CYLINDER,,Mechanical,Large,Chassis & Suspension,Brakes,100,2500,,,,,,,,,,
100880,MC-FLS-BFL,FLUSH & BLEED - BRAKE FLUID,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
100881,MC-FLS-BFL,FLUSH & BLEED - BRAKE FLUID,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
100882,MC-FLS-BFL,FLUSH & BLEED - BRAKE FLUID,,Mechanical,Large,Chassis & Suspension,Brakes,50,1250,,,,,,,,,,
100883,MC-RPL-BLN,REPLACE - BRAKE LINE,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
100884,MC-RPL-BLN,REPLACE - BRAKE LINE,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
100885,MC-RPL-BLN,REPLACE - BRAKE LINE,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
100886,MC-RPL-BHF,REPLACE - BRAKE HOSE FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
100887,MC-RPL-BHF,REPLACE - BRAKE HOSE FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
100888,MC-RPL-BHF,REPLACE - BRAKE HOSE FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,35,900,,,,,,,,,,
100889,MC-RPL-BHR,REPLACE - BRAKE HOSE REAR,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
100890,MC-RPL-BHR,REPLACE - BRAKE HOSE REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
100891,MC-RPL-BHR,REPLACE - BRAKE HOSE REAR,,Mechanical,Large,Chassis & Suspension,Brakes,35,900,,,,,,,,,,
100892,MC-ADJ-HBC,ADJUST - HANDBRAKE CABLE,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
100893,MC-ADJ-HBC,ADJUST - HANDBRAKE CABLE,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
100894,MC-ADJ-HBC,ADJUST - HANDBRAKE CABLE,,Mechanical,Large,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
100895,MC-RPL-HBC,REPLACE - HANDBRAKE CABLE,,Mechanical,Small,Chassis & Suspension,Brakes,85,2100,,,,,,,,,,
100896,MC-RPL-HBC,REPLACE - HANDBRAKE CABLE,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
100897,MC-RPL-HBC,REPLACE - HANDBRAKE CABLE,,Mechanical,Large,Chassis & Suspension,Brakes,100,2500,,,,,,,,,,
100898,MC-RPL-HBS,REPLACE - HANDBRAKE SHOE,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
100899,MC-RPL-HBS,REPLACE - HANDBRAKE SHOE,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
100900,MC-RPL-HBS,REPLACE - HANDBRAKE SHOE,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
100901,MC-RPL-BBS,REPLACE - BRAKE BOOSTER,,Mechanical,Small,Chassis & Suspension,Brakes,110,2750,,,,,,,,,,
100902,MC-RPL-BBS,REPLACE - BRAKE BOOSTER,,Mechanical,Medium,Chassis & Suspension,Brakes,120,3000,,,,,,,,,,
100903,MC-RPL-BBS,REPLACE - BRAKE BOOSTER,,Mechanical,Large,Chassis & Suspension,Brakes,140,3500,,,,,,,,,,
100904,MC-RPL-BDM,REPLACE - BRAKE DRUM,,Mechanical,Small,Chassis & Suspension,Brakes,80,2000,,,,,,,,,,
100905,MC-RPL-BDM,REPLACE - BRAKE DRUM,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
100906,MC-RPL-BDM,REPLACE - BRAKE DRUM,,Mechanical,Large,Chassis & Suspension,Brakes,105,2600,,,,,,,,,,
100907,MC-RPL-BSR,REPLACE - BRAKE SHOE REAR,,Mechanical,Small,Chassis & Suspension,Brakes,80,2000,,,,,,,,,,
100908,MC-RPL-BSR,REPLACE - BRAKE SHOE REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
100909,MC-RPL-BSR,REPLACE - BRAKE SHOE REAR,,Mechanical,Large,Chassis & Suspension,Brakes,105,2600,,,,,,,,,,
100910,MC-RPL-FSL,REPLACE - FRONT SHOCK ABSORBER LH,,Mechanical,Small,Chassis & Suspension,Suspension,80,2000,,,,,,,,,,
100911,MC-RPL-FSL,REPLACE - FRONT SHOCK ABSORBER LH,,Mechanical,Medium,Chassis & Suspension,Suspension,90,2250,,,,,,,,,,
100912,MC-RPL-FSL,REPLACE - FRONT SHOCK ABSORBER LH,,Mechanical,Large,Chassis & Suspension,Suspension,105,2600,,,,,,,,,,
100913,MC-RPL-FSR,REPLACE - FRONT SHOCK ABSORBER RH,,Mechanical,Small,Chassis & Suspension,Suspension,80,2000,,,,,,,,,,
100914,MC-RPL-FSR,REPLACE - FRONT SHOCK ABSORBER RH,,Mechanical,Medium,Chassis & Suspension,Suspension,90,2250,,,,,,,,,,
100915,MC-RPL-FSR,REPLACE - FRONT SHOCK ABSORBER RH,,Mechanical,Large,Chassis & Suspension,Suspension,105,2600,,,,,,,,,,
100916,MC-RPL-RSL,REPLACE - REAR SHOCK ABSORBER LH,,Mechanical,Small,Chassis & Suspension,Suspension,70,1750,,,,,,,,,,
100917,MC-RPL-RSL,REPLACE - REAR SHOCK ABSORBER LH,,Mechanical,Medium,Chassis & Suspension,Suspension,75,1900,,,,,,,,,,
100918,MC-RPL-RSL,REPLACE - REAR SHOCK ABSORBER LH,,Mechanical,Large,Chassis & Suspension,Suspension,85,2100,,,,,,,,,,
100919,MC-RPL-RSR,REPLACE - REAR SHOCK ABSORBER RH,,Mechanical,Small,Chassis & Suspension,Suspension,70,1750,,,,,,,,,,
100920,MC-RPL-RSR,REPLACE - REAR SHOCK ABSORBER RH,,Mechanical,Medium,Chassis & Suspension,Suspension,75,1900,,,,,,,,,,
100921,MC-RPL-RSR,REPLACE - REAR SHOCK ABSORBER RH,,Mechanical,Large,Chassis & Suspension,Suspension,85,2100,,,,,,,,,,
100922,MC-RPL-FST,REPLACE - FRONT STRUT,,Mechanical,Small,Chassis & Suspension,Suspension,110,2750,,,,,,,,,,
100923,MC-RPL-FST,REPLACE - FRONT STRUT,,Mechanical,Medium,Chassis & Suspension,Suspension,120,3000,,,,,,,,,,
100924,MC-RPL-FST,REPLACE - FRONT STRUT,,Mechanical,Large,Chassis & Suspension,Suspension,140,3500,,,,,,,,,,
100925,MC-RPL-RST,REPLACE - REAR STRUT,,Mechanical,Small,Chassis & Suspension,Suspension,110,2750,,,,,,,,,,
100926,MC-RPL-RST,REPLACE - REAR STRUT,,Mechanical,Medium,Chassis & Suspension,Suspension,120,3000,,,,,,,,,,
100927,MC-RPL-RST,REPLACE - REAR STRUT,,Mechanical,Large,Chassis & Suspension,Suspension,140,3500,,,,,,,,,,
100928,MC-RPL-CSF,REPLACE - COIL SPRING FRONT,,Mechanical,Small,Chassis & Suspension,Suspension,110,2750,,,,,,,,,,
100929,MC-RPL-CSF,REPLACE - COIL SPRING FRONT,,Mechanical,Medium,Chassis & Suspension,Suspension,120,3000,,,,,,,,,,
100930,MC-RPL-CSF,REPLACE - COIL SPRING FRONT,,Mechanical,Large,Chassis & Suspension,Suspension,140,3500,,,,,,,,,,
100931,MC-RPL-CSR,REPLACE - COIL SPRING REAR,,Mechanical,Small,Chassis & Suspension,Suspension,110,2750,,,,,,,,,,
100932,MC-RPL-CSR,REPLACE - COIL SPRING REAR,,Mechanical,Medium,Chassis & Suspension,Suspension,120,3000,,,,,,,,,,
100933,MC-RPL-CSR,REPLACE - COIL SPRING REAR,,Mechanical,Large,Chassis & Suspension,Suspension,140,3500,,,,,,,,,,
100934,MC-RPL-LSR,REPLACE - LEAF SPRING REAR,,Mechanical,Small,Chassis & Suspension,Suspension,135,3400,,,,,,,,,,
100935,MC-RPL-LSR,REPLACE - LEAF SPRING REAR,,Mechanical,Medium,Chassis & Suspension,Suspension,150,3750,,,,,,,,,,
100936,MC-RPL-LSR,REPLACE - LEAF SPRING REAR,,Mechanical,Large,Chassis & Suspension,Suspension,170,4250,,,,,,,,,,
100937,MC-RPL-BJL,REPLACE - BALL JOINT LOWER,,Mechanical,Small,Chassis & Suspension,Suspension,80,2000,,,,,,,,,,
100938,MC-RPL-BJL,REPLACE - BALL JOINT LOWER,,Mechanical,Medium,Chassis & Suspension,Suspension,90,2250,,,,,,,,,,
100939,MC-RPL-BJL,REPLACE - BALL JOINT LOWER,,Mechanical,Large,Chassis & Suspension,Suspension,105,2600,,,,,,,,,,
100940,MC-RPL-BJU,REPLACE - BALL JOINT UPPER,,Mechanical,Small,Chassis & Suspension,Suspension,80,2000,,,,,,,,,,
100941,MC-RPL-BJU,REPLACE - BALL JOINT UPPER,,Mechanical,Medium,Chassis & Suspension,Suspension,90,2250,,,,,,,,,,
100942,MC-RPL-BJU,REPLACE - BALL JOINT UPPER,,Mechanical,Large,Chassis & Suspension,Suspension,105,2600,,,,,,,,,,
100943,MC-RPL-LCA,REPLACE - LOWER CONTROL ARM,,Mechanical,Small,Chassis & Suspension,Suspension,110,2750,,,,,,,,,,
100944,MC-RPL-LCA,REPLACE - LOWER CONTROL ARM,,Mechanical,Medium,Chassis & Suspension,Suspension,120,3000,,,,,,,,,,
100945,MC-RPL-LCA,REPLACE - LOWER CONTROL ARM,,Mechanical,Large,Chassis & Suspension,Suspension,140,3500,,,,,,,,,,
100946,MC-RPL-UCA,REPLACE - UPPER CONTROL ARM,,Mechanical,Small,Chassis & Suspension,Suspension,110,2750,,,,,,,,,,
100947,MC-RPL-UCA,REPLACE - UPPER CONTROL ARM,,Mechanical,Medium,Chassis & Suspension,Suspension,120,3000,,,,,,,,,,
100948,MC-RPL-UCA,REPLACE - UPPER CONTROL ARM,,Mechanical,Large,Chassis & Suspension,Suspension,140,3500,,,,,,,,,,
100949,MC-RPL-CAB,REPLACE - CONTROL ARM BUSHING,,Mechanical,Small,Chassis & Suspension,Suspension,80,2000,,,,,,,,,,
100950,MC-RPL-CAB,REPLACE - CONTROL ARM BUSHING,,Mechanical,Medium,Chassis & Suspension,Suspension,90,2250,,,,,,,,,,
100951,MC-RPL-CAB,REPLACE - CONTROL ARM BUSHING,,Mechanical,Large,Chassis & Suspension,Suspension,105,2600,,,,,,,,,,
100952,MC-RPL-SBL,REPLACE - STABILIZER BAR LINK,,Mechanical,Small,Chassis & Suspension,Suspension,45,1100,,,,,,,,,,
