ITEM ID,ITEM_CODE,TASK NAME,TASK DESCRIPTION,SHOP TYPE,VEHICLE_SIZE,CATEGORY,SECTION,LTS,MRP,SEVERITY,DISSASSEMBLY_STAGE,BODY_REPAIR_STAGE,PAINT_PREP_STAGE,PAINT_SPRAY_STAGE,PRE_ASSEMBLY_STAGE,PAINT_CUTTING_STAGE,FINAL_ASSEMBLY_STAGE,POLISH_STAGE,TOTAL_STAGE_TIME
101790,MC-RPL-S5R,REPLACE - SYNCHRONIZER 5TH-REV,,Mechanical,Medium,Transmission,Gearbox Internals,300,7500,,,,,,,,,,
101791,MC-RPL-S5R,REPLACE - SYNCHRONIZER 5TH-REV,,Mechanical,Large,Transmission,Gearbox Internals,375,9400,,,,,,,,,,
101792,MC-RPL-IPB,REPLACE - INPUT SHAFT BEARING,,Mechanical,Small,Transmission,Gearbox Internals,305,7600,,,,,,,,,,
101793,MC-RPL-IPB,REPLACE - INPUT SHAFT BEARING,,Mechanical,Medium,Transmission,Gearbox Internals,360,9000,,,,,,,,,,
101794,MC-RPL-IPB,REPLACE - INPUT SHAFT BEARING,,Mechanical,Large,Transmission,Gearbox Internals,450,11250,,,,,,,,,,
101795,MC-RPL-OPB,REPLACE - OUTPUT SHAFT BEARING,,Mechanical,Small,Transmission,Gearbox Internals,305,7600,,,,,,,,,,
101796,MC-RPL-OPB,REPLACE - OUTPUT SHAFT BEARING,,Mechanical,Medium,Transmission,Gearbox Internals,360,9000,,,,,,,,,,
101797,MC-RPL-OPB,REPLACE - OUTPUT SHAFT BEARING,,Mechanical,Large,Transmission,Gearbox Internals,450,11250,,,,,,,,,,
101798,MC-RPL-LSB,REPLACE - LAYSHAFT BEARING,,Mechanical,Small,Transmission,Gearbox Internals,305,7600,,,,,,,,,,
101799,MC-RPL-LSB,REPLACE - LAYSHAFT BEARING,,Mechanical,Medium,Transmission,Gearbox Internals,360,9000,,,,,,,,,,
101800,MC-RPL-LSB,REPLACE - LAYSHAFT BEARING,,Mechanical,Large,Transmission,Gearbox Internals,450,11250,,,,,,,,,,
101801,MC-RPL-DBR,REPLACE - DIFFERENTIAL BEARING,,Mechanical,Small,Transmission,Gearbox Internals,270,6750,,,,,,,,,,
101802,MC-RPL-DBR,REPLACE - DIFFERENTIAL BEARING,,Mechanical,Medium,Transmission,Gearbox Internals,300,7500,,,,,,,,,,
101803,MC-RPL-DBR,REPLACE - DIFFERENTIAL BEARING,,Mechanical,Large,Transmission,Gearbox Internals,345,8600,,,,,,,,,,
101804,MC-RPL-DSB,REPLACE - DIFFERENTIAL SIDE BEARING,,Mechanical,Small,Transmission,Gearbox Internals,270,6750,,,,,,,,,,
101805,MC-RPL-DSB,REPLACE - DIFFERENTIAL SIDE BEARING,,Mechanical,Medium,Transmission,Gearbox Internals,300,7500,,,,,,,,,,
101806,MC-RPL-DSB,REPLACE - DIFFERENTIAL SIDE BEARING,,Mechanical,Large,Transmission,Gearbox Internals,345,8600,,,,,,,,,,
101807,MC-RPL-PNB,REPLACE - PINION BEARING,,Mechanical,Small,Transmission,Gearbox Internals,270,6750,,,,,,,,,,
101808,MC-RPL-PNB,REPLACE - PINION BEARING,,Mechanical,Medium,Transmission,Gearbox Internals,300,7500,,,,,,,,,,
101809,MC-RPL-PNB,REPLACE - PINION BEARING,,Mechanical,Large,Transmission,Gearbox Internals,345,8600,,,,,,,,,,
101810,MC-RPL-PNG,REPLACE - PINION GEAR,,Mechanical,Small,Transmission,Gearbox Internals,325,8100,,,,,,,,,,
101811,MC-RPL-PNG,REPLACE - PINION GEAR,,Mechanical,Medium,Transmission,Gearbox Internals,360,9000,,,,,,,,,,
101812,MC-RPL-PNG,REPLACE - PINION GEAR,,Mechanical,Large,Transmission,Gearbox Internals,415,10400,,,,,,,,,,
101813,MC-RPL-RNG,REPLACE - RING GEAR,,Mechanical,Small,Transmission,Gearbox Internals,270,6750,,,,,,,,,,
101814,MC-RPL-RNG,REPLACE - RING GEAR,,Mechanical,Medium,Transmission,Gearbox Internals,300,7500,,,,,,,,,,
101815,MC-RPL-RNG,REPLACE - RING GEAR,,Mechanical,Large,Transmission,Gearbox Internals,345,8600,,,,,,,,,,
101816,MC-ADJ-PND,ADJUST - PINION DEPTH,,Mechanical,Small,Transmission,Gearbox Internals,85,2100,,,,,,,,,,
101817,MC-ADJ-PND,ADJUST - PINION DEPTH,,Mechanical,Medium,Transmission,Gearbox Internals,90,2250,,,,,,,,,,
101818,MC-ADJ-PND,ADJUST - PINION DEPTH,,Mechanical,Large,Transmission,Gearbox Internals,100,2500,,,,,,,,,,
101819,MC-ADJ-BKL,ADJUST - BACKLASH,,Mechanical,Small,Transmission,Gearbox Internals,55,1400,,,,,,,,,,
101820,MC-ADJ-BKL,ADJUST - BACKLASH,,Mechanical,Medium,Transmission,Gearbox Internals,60,1500,,,,,,,,,,
101821,MC-ADJ-BKL,ADJUST - BACKLASH,,Mechanical,Large,Transmission,Gearbox Internals,65,1600,,,,,,,,,,
101822,MC-RPL-SDG,REPLACE - SPEEDOMETER DRIVE GEAR,,Mechanical,Small,Transmission,Gearbox Internals,60,1500,,,,,,,,,,
101823,MC-RPL-SDG,REPLACE - SPEEDOMETER DRIVE GEAR,,Mechanical,Medium,Transmission,Gearbox Internals,60,1500,,,,,,,,,,
101824,MC-RPL-SDG,REPLACE - SPEEDOMETER DRIVE GEAR,,Mechanical,Large,Transmission,Gearbox Internals,60,1500,,,,,,,,,,
101825,MC-RPL-GSF,REPLACE - GEAR SELECTOR FORK,,Mechanical,Small,Transmission,Gearbox Internals,215,5400,,,,,,,,,,
101826,MC-RPL-GSF,REPLACE - GEAR SELECTOR FORK,,Mechanical,Medium,Transmission,Gearbox Internals,240,6000,,,,,,,,,,
101827,MC-RPL-GSF,REPLACE - GEAR SELECTOR FORK,,Mechanical,Large,Transmission,Gearbox Internals,275,6900,,,,,,,,,,
101828,MC-RPL-GSR,REPLACE - GEAR SELECTOR ROD,,Mechanical,Small,Transmission,Gearbox Internals,160,4000,,,,,,,,,,
101829,MC-RPL-GSR,REPLACE - GEAR SELECTOR ROD,,Mechanical,Medium,Transmission,Gearbox Internals,180,4500,,,,,,,,,,
101830,MC-RPL-GSR,REPLACE - GEAR SELECTOR ROD,,Mechanical,Large,Transmission,Gearbox Internals,205,5100,,,,,,,,,,
101831,MC-RPL-DTB,REPLACE - DETENT BALL,,Mechanical,Small,Transmission,Gearbox Internals,55,1400,,,,,,,,,,
101832,MC-RPL-DTB,REPLACE - DETENT BALL,,Mechanical,Medium,Transmission,Gearbox Internals,60,1500,,,,,,,,,,
101833,MC-RPL-DTB,REPLACE - DETENT BALL,,Mechanical,Large,Transmission,Gearbox Internals,65,1600,,,,,,,,,,
101834,MC-RPL-ILP,REPLACE - INTERLOCK PIN,,Mechanical,Small,Transmission,Gearbox Internals,160,4000,,,,,,,,,,
101835,MC-RPL-ILP,REPLACE - INTERLOCK PIN,,Mechanical,Medium,Transmission,Gearbox Internals,180,4500,,,,,,,,,,
101836,MC-RPL-ILP,REPLACE - INTERLOCK PIN,,Mechanical,Large,Transmission,Gearbox Internals,205,5100,,,,,,,,,,
101837,MC-RPL-DRP,REPLACE - DRAIN PLUG,,Mechanical,Small,Transmission,Gearbox Internals,10,250,,,,,,,,,,
101838,MC-RPL-DRP,REPLACE - DRAIN PLUG,,Mechanical,Medium,Transmission,Gearbox Internals,10,250,,,,,,,,,,
101839,MC-RPL-DRP,REPLACE - DRAIN PLUG,,Mechanical,Large,Transmission,Gearbox Internals,10,250,,,,,,,,,,
101840,MC-RPL-FLP2,REPLACE - FILL PLUG,,Mechanical,Small,Transmission,Gearbox Internals,10,250,,,,,,,,,,
101841,MC-RPL-FLP2,REPLACE - FILL PLUG,,Mechanical,Medium,Transmission,Gearbox Internals,10,250,,,,,,,,,,
101842,MC-RPL-FLP2,REPLACE - FILL PLUG,,Mechanical,Large,Transmission,Gearbox Internals,10,250,,,,,,,,,,
101843,MC-RPL-SST,REPLACE - SPEED SENSOR TRANSMISSION,,Mechanical,Small,Transmission,Gearbox Internals,45,1100,,,,,,,,,,
101844,MC-RPL-SST,REPLACE - SPEED SENSOR TRANSMISSION,,Mechanical,Medium,Transmission,Gearbox Internals,45,1100,,,,,,,,,,
101845,MC-RPL-SST,REPLACE - SPEED SENSOR TRANSMISSION,,Mechanical,Large,Transmission,Gearbox Internals,45,1100,,,,,,,,,,
101846,MC-RPL-SCC,REPLACE - SLAVE CYLINDER CLUTCH,,Mechanical,Small,Transmission,Clutch,55,1400,,,,,,,,,,
101847,MC-RPL-SCC,REPLACE - SLAVE CYLINDER CLUTCH,,Mechanical,Medium,Transmission,Clutch,60,1500,,,,,,,,,,
101848,MC-RPL-SCC,REPLACE - SLAVE CYLINDER CLUTCH,,Mechanical,Large,Transmission,Clutch,65,1600,,,,,,,,,,
101849,MC-RPL-MCC,REPLACE - MASTER CYLINDER CLUTCH,,Mechanical,Small,Transmission,Clutch,55,1400,,,,,,,,,,
101850,MC-RPL-MCC,REPLACE - MASTER CYLINDER CLUTCH,,Mechanical,Medium,Transmission,Clutch,60,1500,,,,,,,,,,
101851,MC-RPL-MCC,REPLACE - MASTER CYLINDER CLUTCH,,Mechanical,Large,Transmission,Clutch,65,1600,,,,,,,,,,
101852,MC-BLD-CLH,BLEED - CLUTCH HYDRAULICS,,Mechanical,Small,Transmission,Clutch,45,1100,,,,,,,,,,
101853,MC-BLD-CLH,BLEED - CLUTCH HYDRAULICS,,Mechanical,Medium,Transmission,Clutch,45,1100,,,,,,,,,,
101854,MC-BLD-CLH,BLEED - CLUTCH HYDRAULICS,,Mechanical,Large,Transmission,Clutch,45,1100,,,,,,,,,,
101855,MC-RPL-WSF,REPLACE - BRAKE PAD WEAR SENSOR FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101856,MC-RPL-WSF,REPLACE - BRAKE PAD WEAR SENSOR FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101857,MC-RPL-WSF,REPLACE - BRAKE PAD WEAR SENSOR FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101858,MC-RPL-WSR,REPLACE - BRAKE PAD WEAR SENSOR REAR,,Mechanical,Small,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101859,MC-RPL-WSR,REPLACE - BRAKE PAD WEAR SENSOR REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101860,MC-RPL-WSR,REPLACE - BRAKE PAD WEAR SENSOR REAR,,Mechanical,Large,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101861,MC-RPL-ABM,REPLACE - ABS MODULE,,Mechanical,Small,Chassis & Suspension,Brakes,160,4000,,,,,,,,,,
101862,MC-RPL-ABM,REPLACE - ABS MODULE,,Mechanical,Medium,Chassis & Suspension,Brakes,180,4500,,,,,,,,,,
101863,MC-RPL-ABM,REPLACE - ABS MODULE,,Mechanical,Large,Chassis & Suspension,Brakes,205,5100,,,,,,,,,,
101864,MC-RPL-ABP2,REPLACE - ABS PUMP,,Mechanical,Small,Chassis & Suspension,Brakes,110,2750,,,,,,,,,,
101865,MC-RPL-ABP2,REPLACE - ABS PUMP,,Mechanical,Medium,Chassis & Suspension,Brakes,120,3000,,,,,,,,,,
101866,MC-RPL-ABP2,REPLACE - ABS PUMP,,Mechanical,Large,Chassis & Suspension,Brakes,140,3500,,,,,,,,,,
101867,MC-RPL-BPV,REPLACE - BRAKE PROPORTIONING VALVE,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
101868,MC-RPL-BPV,REPLACE - BRAKE PROPORTIONING VALVE,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101869,MC-RPL-BPV,REPLACE - BRAKE PROPORTIONING VALVE,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
101870,MC-RPL-BPA,REPLACE - BRAKE PEDAL ASSEMBLY,,Mechanical,Small,Chassis & Suspension,Brakes,85,2100,,,,,,,,,,
101871,MC-RPL-BPA,REPLACE - BRAKE PEDAL ASSEMBLY,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
101872,MC-RPL-BPA,REPLACE - BRAKE PEDAL ASSEMBLY,,Mechanical,Large,Chassis & Suspension,Brakes,100,2500,,,,,,,,,,
101873,MC-RPL-BPB,REPLACE - BRAKE PEDAL BUSHING,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101874,MC-RPL-BPB,REPLACE - BRAKE PEDAL BUSHING,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101875,MC-RPL-BPB,REPLACE - BRAKE PEDAL BUSHING,,Mechanical,Large,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101876,MC-RPL-BLS,REPLACE - BRAKE LIGHT SWITCH,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101877,MC-RPL-BLS,REPLACE - BRAKE LIGHT SWITCH,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101878,MC-RPL-BLS,REPLACE - BRAKE LIGHT SWITCH,,Mechanical,Large,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101879,MC-RPL-BFR,REPLACE - BRAKE FLUID RESERVOIR,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101880,MC-RPL-BFR,REPLACE - BRAKE FLUID RESERVOIR,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101881,MC-RPL-BFR,REPLACE - BRAKE FLUID RESERVOIR,,Mechanical,Large,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101882,MC-RPL-BFC,REPLACE - BRAKE FLUID RESERVOIR CAP,,Mechanical,Small,Chassis & Suspension,Brakes,5,100,,,,,,,,,,
101883,MC-RPL-BFC,REPLACE - BRAKE FLUID RESERVOIR CAP,,Mechanical,Medium,Chassis & Suspension,Brakes,5,100,,,,,,,,,,
101884,MC-RPL-BFC,REPLACE - BRAKE FLUID RESERVOIR CAP,,Mechanical,Large,Chassis & Suspension,Brakes,5,100,,,,,,,,,,
101885,MC-RPL-BBP,REPLACE - BRAKE BACKING PLATE,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
101886,MC-RPL-BBP,REPLACE - BRAKE BACKING PLATE,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101887,MC-RPL-BBP,REPLACE - BRAKE BACKING PLATE,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
101888,MC-RPL-BGP,REPLACE - BRAKE CALIPER GUIDE PIN,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101889,MC-RPL-BGP,REPLACE - BRAKE CALIPER GUIDE PIN,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101890,MC-RPL-BGP,REPLACE - BRAKE CALIPER GUIDE PIN,,Mechanical,Large,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101891,MC-RPL-BMK,REPLACE - BRAKE CALIPER MOUNTING BRACKET,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
101892,MC-RPL-BMK,REPLACE - BRAKE CALIPER MOUNTING BRACKET,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101893,MC-RPL-BMK,REPLACE - BRAKE CALIPER MOUNTING BRACKET,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
101894,MC-RPL-BBS2,REPLACE - BRAKE CALIPER BLEED SCREW,,Mechanical,Small,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101895,MC-RPL-BBS2,REPLACE - BRAKE CALIPER BLEED SCREW,,Mechanical,Medium,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101896,MC-RPL-BBS2,REPLACE - BRAKE CALIPER BLEED SCREW,,Mechanical,Large,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101897,MC-RPL-BDS,REPLACE - BRAKE DUST SHIELD,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101898,MC-RPL-BDS,REPLACE - BRAKE DUST SHIELD,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101899,MC-RPL-BDS,REPLACE - BRAKE DUST SHIELD,,Mechanical,Large,Chassis & Suspension,Brakes,50,1250,,,,,,,,,,
101900,MC-RPL-PBL,REPLACE - PARKING BRAKE LEVER,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
101901,MC-RPL-PBL,REPLACE - PARKING BRAKE LEVER,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101902,MC-RPL-PBL,REPLACE - PARKING BRAKE LEVER,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
101903,MC-RPL-PCF,REPLACE - PARKING BRAKE CABLE FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101904,MC-RPL-PCF,REPLACE - PARKING BRAKE CABLE FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101905,MC-RPL-PCF,REPLACE - PARKING BRAKE CABLE FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,50,1250,,,,,,,,,,
101906,MC-RPL-PCL,REPLACE - PARKING BRAKE CABLE REAR LH,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
101907,MC-RPL-PCL,REPLACE - PARKING BRAKE CABLE REAR LH,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101908,MC-RPL-PCL,REPLACE - PARKING BRAKE CABLE REAR LH,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
101909,MC-RPL-PCR,REPLACE - PARKING BRAKE CABLE REAR RH,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
101910,MC-RPL-PCR,REPLACE - PARKING BRAKE CABLE REAR RH,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101911,MC-RPL-PCR,REPLACE - PARKING BRAKE CABLE REAR RH,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
101912,MC-RPL-EPB,REPLACE - ELECTRONIC PARKING BRAKE ACTUATOR,,Mechanical,Small,Chassis & Suspension,Brakes,85,2100,,,,,,,,,,
101913,MC-RPL-EPB,REPLACE - ELECTRONIC PARKING BRAKE ACTUATOR,,Mechanical,Medium,Chassis & Suspension,Brakes,90,2250,,,,,,,,,,
101914,MC-RPL-EPB,REPLACE - ELECTRONIC PARKING BRAKE ACTUATOR,,Mechanical,Large,Chassis & Suspension,Brakes,100,2500,,,,,,,,,,
101915,MC-CAL-EPB,CALIBRATE - ELECTRONIC PARKING BRAKE,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101916,MC-CAL-EPB,CALIBRATE - ELECTRONIC PARKING BRAKE,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101917,MC-CAL-EPB,CALIBRATE - ELECTRONIC PARKING BRAKE,,Mechanical,Large,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101918,MC-INS-BRK,INSPECT - BRAKE SYSTEM,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101919,MC-INS-BRK,INSPECT - BRAKE SYSTEM,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101920,MC-INS-BRK,INSPECT - BRAKE SYSTEM,,Mechanical,Large,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101921,MC-ADJ-RBS,ADJUST - REAR BRAKE SHOES,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101922,MC-ADJ-RBS,ADJUST - REAR BRAKE SHOES,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101923,MC-ADJ-RBS,ADJUST - REAR BRAKE SHOES,,Mechanical,Large,Chassis & Suspension,Brakes,35,900,,,,,,,,,,
101924,MC-RPL-VBB,REPLACE - VACUUM PUMP BRAKE BOOSTER DIESEL,,Mechanical,Small,Chassis & Suspension,Brakes,115,2900,,,,,,,,,,
101925,MC-RPL-VBB,REPLACE - VACUUM PUMP BRAKE BOOSTER DIESEL,,Mechanical,Medium,Chassis & Suspension,Brakes,120,3000,,,,,,,,,,
101926,MC-RPL-VBB,REPLACE - VACUUM PUMP BRAKE BOOSTER DIESEL,,Mechanical,Large,Chassis & Suspension,Brakes,130,3250,,,,,,,,,,
101927,MC-RPL-BVH,REPLACE - BRAKE BOOSTER VACUUM HOSE,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101928,MC-RPL-BVH,REPLACE - BRAKE BOOSTER VACUUM HOSE,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101929,MC-RPL-BVH,REPLACE - BRAKE BOOSTER VACUUM HOSE,,Mechanical,Large,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101930,MC-RPL-BRS,REPLACE - BRAKE FLUID RESERVOIR SENSOR,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101931,MC-RPL-BRS,REPLACE - BRAKE FLUID RESERVOIR SENSOR,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101932,MC-RPL-BRS,REPLACE - BRAKE FLUID RESERVOIR SENSOR,,Mechanical,Large,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101933,MC-RPL-BCV,REPLACE - BRAKE BOOSTER CHECK VALVE,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101934,MC-RPL-BCV,REPLACE - BRAKE BOOSTER CHECK VALVE,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101935,MC-RPL-BCV,REPLACE - BRAKE BOOSTER CHECK VALVE,,Mechanical,Large,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101936,MC-ADJ-BPH,ADJUST - BRAKE PEDAL HEIGHT,,Mechanical,Small,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101937,MC-ADJ-BPH,ADJUST - BRAKE PEDAL HEIGHT,,Mechanical,Medium,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101938,MC-ADJ-BPH,ADJUST - BRAKE PEDAL HEIGHT,,Mechanical,Large,Chassis & Suspension,Brakes,30,750,,,,,,,,,,
101939,MC-ADJ-BPF,ADJUST - BRAKE PEDAL FREE PLAY,,Mechanical,Small,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101940,MC-ADJ-BPF,ADJUST - BRAKE PEDAL FREE PLAY,,Mechanical,Medium,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101941,MC-ADJ-BPF,ADJUST - BRAKE PEDAL FREE PLAY,,Mechanical,Large,Chassis & Suspension,Brakes,15,400,,,,,,,,,,
101942,MC-RPL-BLF,REPLACE - BRAKE LINE FLEXIBLE FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101943,MC-RPL-BLF,REPLACE - BRAKE LINE FLEXIBLE FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101944,MC-RPL-BLF,REPLACE - BRAKE LINE FLEXIBLE FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,50,1250,,,,,,,,,,
101945,MC-RPL-BLFR,REPLACE - BRAKE LINE FLEXIBLE REAR,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101946,MC-RPL-BLFR,REPLACE - BRAKE LINE FLEXIBLE REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101947,MC-RPL-BLFR,REPLACE - BRAKE LINE FLEXIBLE REAR,,Mechanical,Large,Chassis & Suspension,Brakes,50,1250,,,,,,,,,,
101948,MC-RPL-BRF,REPLACE - BRAKE LINE RIGID FRONT,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
101949,MC-RPL-BRF,REPLACE - BRAKE LINE RIGID FRONT,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101950,MC-RPL-BRF,REPLACE - BRAKE LINE RIGID FRONT,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
101951,MC-RPL-BRR,REPLACE - BRAKE LINE RIGID REAR,,Mechanical,Small,Chassis & Suspension,Brakes,55,1400,,,,,,,,,,
101952,MC-RPL-BRR,REPLACE - BRAKE LINE RIGID REAR,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101953,MC-RPL-BRR,REPLACE - BRAKE LINE RIGID REAR,,Mechanical,Large,Chassis & Suspension,Brakes,65,1600,,,,,,,,,,
101954,MC-RPL-BTP,REPLACE - BRAKE LINE T-PIECE,,Mechanical,Small,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101955,MC-RPL-BTP,REPLACE - BRAKE LINE T-PIECE,,Mechanical,Medium,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101956,MC-RPL-BTP,REPLACE - BRAKE LINE T-PIECE,,Mechanical,Large,Chassis & Suspension,Brakes,45,1100,,,,,,,,,,
101957,MC-RPL-BMV,REPLACE - BRAKE COMBINATION VALVE,,Mechanical,Small,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101958,MC-RPL-BMV,REPLACE - BRAKE COMBINATION VALVE,,Mechanical,Medium,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101959,MC-RPL-BMV,REPLACE - BRAKE COMBINATION VALVE,,Mechanical,Large,Chassis & Suspension,Brakes,60,1500,,,,,,,,,,
101960,MC-RPL-SFL,REPLACE - STRUT MOUNT FRONT LH,,Mechanical,Small,Chassis & Suspension,Suspension,55,1400,,,,,,,,,,
101961,MC-RPL-SFL,REPLACE - STRUT MOUNT FRONT LH,,Mechanical,Medium,Chassis & Suspension,Suspension,60,1500,,,,,,,,,,
101962,MC-RPL-SFL,REPLACE - STRUT MOUNT FRONT LH,,Mechanical,Large,Chassis & Suspension,Suspension,65,1600,,,,,,,,,,
101963,MC-RPL-SFR,REPLACE - STRUT MOUNT FRONT RH,,Mechanical,Small,Chassis & Suspension,Suspension,55,1400,,,,,,,,,,
101964,MC-RPL-SFR,REPLACE - STRUT MOUNT FRONT RH,,Mechanical,Medium,Chassis & Suspension,Suspension,60,1500,,,,,,,,,,
101965,MC-RPL-SFR,REPLACE - STRUT MOUNT FRONT RH,,Mechanical,Large,Chassis & Suspension,Suspension,65,1600,,,,,,,,,,
101966,MC-RPL-SRL,REPLACE - STRUT MOUNT REAR LH,,Mechanical,Small,Chassis & Suspension,Suspension,55,1400,,,,,,,,,,
101967,MC-RPL-SRL,REPLACE - STRUT MOUNT REAR LH,,Mechanical,Medium,Chassis & Suspension,Suspension,60,1500,,,,,,,,,,
101968,MC-RPL-SRL,REPLACE - STRUT MOUNT REAR LH,,Mechanical,Large,Chassis & Suspension,Suspension,65,1600,,,,,,,,,,
101969,MC-RPL-SRR,REPLACE - STRUT MOUNT REAR RH,,Mechanical,Small,Chassis & Suspension,Suspension,55,1400,,,,,,,,,,
101970,MC-RPL-SRR,REPLACE - STRUT MOUNT REAR RH,,Mechanical,Medium,Chassis & Suspension,Suspension,60,1500,,,,,,,,,,
101971,MC-RPL-SRR,REPLACE - STRUT MOUNT REAR RH,,Mechanical,Large,Chassis & Suspension,Suspension,65,1600,,,,,,,,,,
